code.int32(),name.string(),market.string(),code_of_industry_33.int32(),industry_33.string(),code_of_industry_17.int32(),industry_17.string(),code_of_group.int32(),group.string()
1301,極洋,市場第一部（内国株）,50,水産・農林業,1,食品,7,TOPIX Small 2
1332,日本水産,市場第一部（内国株）,50,水産・農林業,1,食品,4,TOPIX Mid400
1333,マルハニチロ,市場第一部（内国株）,50,水産・農林業,1,食品,4,TOPIX Mid400
1352,ホウスイ,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
1375,雪国まいたけ,市場第一部（内国株）,50,水産・農林業,1,食品,6,TOPIX Small 1
1376,カネコ種苗,市場第一部（内国株）,50,水産・農林業,1,食品,7,TOPIX Small 2
1377,サカタのタネ,市場第一部（内国株）,50,水産・農林業,1,食品,6,TOPIX Small 1
1379,ホクト,市場第一部（内国株）,50,水産・農林業,1,食品,6,TOPIX Small 1
1380,秋川牧園,JASDAQ(スタンダード・内国株）,50,水産・農林業,1,食品,,
1381,アクシーズ,JASDAQ(スタンダード・内国株）,50,水産・農林業,1,食品,,
1382,ホーブ,JASDAQ(スタンダード・内国株）,50,水産・農林業,1,食品,,
1383,ベルグアース,JASDAQ(スタンダード・内国株）,50,水産・農林業,1,食品,,
1384,ホクリヨウ,市場第一部（内国株）,50,水産・農林業,1,食品,7,TOPIX Small 2
1400,ルーデン・ホールディングス,JASDAQ(グロース・内国株）,2050,建設業,3,建設・資材,,
1401,エムビーエス,マザーズ（内国株）,2050,建設業,3,建設・資材,,
1407,ウエストホールディングス,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1413,ヒノキヤグループ,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1414,ショーボンドホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1417,ミライト・ホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1418,インターライフホールディングス,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1419,タマホーム,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1420,サンヨーホームズ,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1429,日本アクア,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1430,ファーストコーポレーション,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1431,Ｌｉｂ　Ｗｏｒｋ,マザーズ（内国株）,2050,建設業,3,建設・資材,,
1433,ベステラ,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1434,ＪＥＳＣＯホールディングス,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1435,Ｒｏｂｏｔ　Ｈｏｍｅ,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1436,フィット,マザーズ（内国株）,2050,建設業,3,建設・資材,,
1439,安江工務店,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1443,技研ホールディングス,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1446,キャンディル,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1447,ＩＴｂｏｏｋホールディングス,マザーズ（内国株）,2050,建設業,3,建設・資材,,
1448,スペースバリューホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1450,田中建設工業,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1451,ＫＨＣ,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1491,中外鉱業,市場第二部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,,
1514,住石ホールディングス,市場第一部（内国株）,1050,鉱業,2,エネルギー資源,7,TOPIX Small 2
1515,日鉄鉱業,市場第一部（内国株）,1050,鉱業,2,エネルギー資源,7,TOPIX Small 2
1518,三井松島ホールディングス,市場第一部（内国株）,1050,鉱業,2,エネルギー資源,7,TOPIX Small 2
1605,ＩＮＰＥＸ,市場第一部（内国株）,1050,鉱業,2,エネルギー資源,4,TOPIX Mid400
1662,石油資源開発,市場第一部（内国株）,1050,鉱業,2,エネルギー資源,6,TOPIX Small 1
1663,Ｋ＆Ｏエナジーグループ,市場第一部（内国株）,1050,鉱業,2,エネルギー資源,7,TOPIX Small 2
1711,ＳＤＳホールディングス,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1712,ダイセキ環境ソリューション,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1716,第一カッター興業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1717,明豊ファシリティワークス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
1718,美樹工業,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1719,安藤・間,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1720,東急建設,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1721,コムシスホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1723,日本電技,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1724,シンクレイヤ,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1726,ビーアールホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1730,麻生フオームクリート,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1736,オーテック,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1737,三井金属エンジニアリング,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1739,メルディアＤＣ,JASDAQ(グロース・内国株）,2050,建設業,3,建設・資材,,
1743,コーアツ工業,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1757,中小企業ホールディングス,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1758,太洋基礎工業,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1762,高松コンストラクショングループ,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1764,工藤建設,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1766,東建コーポレーション,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1768,ソネック,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1770,藤田エンジニアリング,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1773,ワイ・ティー・エル・コーポレーション・バーハッド,市場第一部（外国株）,2050,建設業,3,建設・資材,,
1775,富士古河Ｅ＆Ｃ,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1776,三井住建道路,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1780,ヤマウラ,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1783,アジアゲートホールディングス,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1786,オリエンタル白石,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1787,ナカボーテック,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1788,三東工業社,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1789,ＥＴＳホールディングス,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1793,大本組,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1795,マサル,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1798,守谷商会,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1799,第一建設工業,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1801,大成建設,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1802,大林組,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1803,清水建設,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1805,飛島建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1807,佐藤渡辺,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1808,長谷工コーポレーション,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1810,松井建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1811,錢高組,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1812,鹿島建設,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1813,不動テトラ,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1814,大末建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1815,鉄建建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1820,西松建設,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1821,三井住友建設,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1822,大豊建設,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1826,佐田建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1827,ナカノフドー建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1828,田辺工業,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1833,奥村組,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1835,東鉄工業,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1840,土屋ホールディングス,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1841,サンユー建設,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1844,大盛工業,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1847,イチケン,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1848,富士ピー・エス,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1850,南海辰村建設,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1852,淺沼組,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1853,森組,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1860,戸田建設,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1861,熊谷組,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1866,北野建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1867,植木組,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1870,矢作建設工業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1871,ピーエス三菱,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1873,日本ハウスホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1878,大東建託,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1879,新日本建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1881,ＮＩＰＰＯ,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1882,東亜道路工業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1884,日本道路,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1885,東亜建設工業,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1887,日本国土開発,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1888,若築建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1890,東洋建設,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1893,五洋建設,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1897,金下建設,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1898,世紀東急工業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1899,福田組,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1904,大成温調,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1905,テノックス,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1909,日本ドライケミカル,市場第一部（内国株）,3600,機械,8,機械,7,TOPIX Small 2
1911,住友林業,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1914,日本基礎技術,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1921,巴コーポレーション,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1925,大和ハウス工業,市場第一部（内国株）,2050,建設業,3,建設・資材,2,TOPIX Large70
1926,ライト工業,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1928,積水ハウス,市場第一部（内国株）,2050,建設業,3,建設・資材,2,TOPIX Large70
1929,日特建設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1930,北陸電気工事,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1934,ユアテック,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1938,日本リーテック,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1939,四電工,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1941,中電工,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1942,関電工,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1944,きんでん,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1945,東京エネシス,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1946,トーエネック,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1948,弘電社,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1949,住友電設,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1950,日本電設工業,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1951,エクシオグループ,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1952,新日本空調,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1954,日本工営,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
1959,九電工,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1960,サンテック,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1961,三機工業,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1963,日揮ホールディングス,市場第一部（内国株）,2050,建設業,3,建設・資材,4,TOPIX Mid400
1964,中外炉工業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1965,テクノ菱和,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1966,高田工業所,市場第二部（内国株）,2050,建設業,3,建設・資材,,
1967,ヤマト,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1968,太平電業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1969,高砂熱学工業,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1971,中央ビルト工業,市場第二部（内国株）,3550,金属製品,3,建設・資材,,
1972,三晃金属工業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1973,ＮＥＣネッツエスアイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
1975,朝日工業社,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1976,明星工業,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1979,大氣社,市場第一部（内国株）,2050,建設業,3,建設・資材,6,TOPIX Small 1
1980,ダイダン,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1981,協和日成,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1982,日比谷総合設備,市場第一部（内国株）,2050,建設業,3,建設・資材,7,TOPIX Small 2
1992,神田通信機,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1994,高橋カーテンウォール工業,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
1997,暁飯島工業,JASDAQ(スタンダード・内国株）,2050,建設業,3,建設・資材,,
2001,ニップン,市場第一部（内国株）,3050,食料品,1,食品,6,TOPIX Small 1
2002,日清製粉グループ本社,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2003,日東富士製粉,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2004,昭和産業,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2009,鳥越製粉,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2053,中部飼料,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2055,日和産業,市場第二部（内国株）,3050,食料品,1,食品,,
2060,フィード・ワン,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2107,東洋精糖,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2108,日本甜菜製糖,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2109,ＤＭ三井製糖ホールディングス,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2112,塩水港精糖,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2114,フジ日本精糖,市場第二部（内国株）,3050,食料品,1,食品,,
2117,日新製糖,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2120,ＬＩＦＵＬＬ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2121,ミクシィ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2122,インタースペース,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,,
2124,ジェイエイシーリクルートメント,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2127,日本Ｍ＆Ａセンターホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
2130,メンバーズ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2134,燦キャピタルマネージメント,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2136,ヒップ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2138,クルーズ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2139,中広,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2146,ＵＴグループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2148,アイティメディア,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2150,ケアネット,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,,
2152,幼児活動研究会,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2153,Ｅ・Ｊホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2154,夢真ビーネックスグループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2156,セーラー広告,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2157,コシダカホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2158,ＦＲＯＮＴＥＯ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,,
2159,フルスピード,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他,,
2160,ジーエヌアイグループ,マザーズ（内国株）,3250,医薬品,5,医薬品,,
2162,ｎｍｓ　ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2163,アルトナー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2164,地域新聞社,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2168,パソナグループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2169,ＣＤＳ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2170,リンクアンドモチベーション,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
2173,博展,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2175,エス・エム・エス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
2176,イナリサーチ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2178,トライステージ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,,
2179,成学社,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2180,サニーサイドアップグループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2181,パーソルホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
2183,リニカル,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2185,シイエム・シイ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2186,ソーバル,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2191,テラ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2193,クックパッド,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2195,アミタホールディングス,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2196,エスクリ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2198,アイ・ケイ・ケイホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2201,森永製菓,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2204,中村屋,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2206,江崎グリコ,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2207,名糖産業,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2208,ブルボン,市場第二部（内国株）,3050,食料品,1,食品,,
2209,井村屋グループ,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2211,不二家,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2212,山崎製パン,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2215,第一屋製パン,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2216,カンロ,市場第二部（内国株）,3050,食料品,1,食品,,
2217,モロゾフ,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2220,亀田製菓,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2221,岩塚製菓,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品,,
2222,寿スピリッツ,市場第一部（内国株）,3050,食料品,1,食品,6,TOPIX Small 1
2224,コモ,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品,,
2226,湖池屋,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品,,
2229,カルビー,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2264,森永乳業,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2266,六甲バター,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2267,ヤクルト本社,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品,,
2269,明治ホールディングス,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2270,雪印メグミルク,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2281,プリマハム,市場第一部（内国株）,3050,食料品,1,食品,6,TOPIX Small 1
2282,日本ハム,市場第一部（内国株）,3050,食料品,1,食品,4,TOPIX Mid400
2286,林兼産業,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2288,丸大食品,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2291,福留ハム,市場第二部（内国株）,3050,食料品,1,食品,,
2292,Ｓ　Ｆｏｏｄｓ,市場第一部（内国株）,3050,食料品,1,食品,6,TOPIX Small 1
2293,滝沢ハム,JASDAQ(スタンダード・内国株）,3050,食料品,1,食品,,
2294,柿安本店,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
2296,伊藤ハム米久ホールディングス,市場第一部（内国株）,3050,食料品,1,食品,6,TOPIX Small 1
2300,きょくとう,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2301,学情,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2303,ドーン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2304,ＣＳＳホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2305,スタジオアリス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2307,クロスキャット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
2309,シミックホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2311,エプコ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2317,システナ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
2321,ソフトフロントホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2323,ｆｏｎｆｕｎ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2325,ＮＪＳ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
2326,デジタルアーツ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
2327,日鉄ソリューションズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
2329,東北新社,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2330,フォーサイド,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2331,綜合警備保障,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
2332,クエスト,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2334,イオレ,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,,
2335,キューブシステム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
2337,いちご,市場第一部（内国株）,8050,不動産業,17,不動産,6,TOPIX Small 1
2338,クオンタムソリューションズ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
2340,極楽湯ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2341,アルバイトタイムス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
2342,トランスジェニック,マザーズ（内国株）,9050,サービス業,10,情報通信・サービスその他,,
