code.int32(),name.string(),market.string(),code_of_industry_33.int32(),industry_33.string(),code_of_industry_17.int32(),industry_17.string(),code_of_group.int32(),group.string()
4008,住友精化,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4011,ヘッドウォータース,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4012,アクシス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4013,勤次郎,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4014,カラダノート,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4015,アララ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4016,ＭＩＴホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4017,クリーマ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4019,スタメン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4020,ビートレンド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4021,日産化学,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4022,ラサ工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4023,クレハ,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4025,多木化学,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4026,神島化学工業,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,,
4027,テイカ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4028,石原産業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4031,片倉コープアグリ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4041,日本曹達,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4042,東ソー,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4043,トクヤマ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4044,セントラル硝子,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4045,東亞合成,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4046,大阪ソーダ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4047,関東電化工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4051,ＧＭＯフィナンシャルゲート,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4052,フィーチャ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4054,日本情報クリエイト,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4055,ティアンドエス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4056,ニューラルポケット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4057,インターファクトリー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4058,トヨクモ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4059,まぐまぐ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4060,ｒａｋｕｍｏ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4061,デンカ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4062,イビデン,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
4063,信越化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,1,TOPIX Core30
4064,日本カーバイド工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4068,ベイシス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4069,ＢｌｕｅＭｅｍｅ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4071,プラスアルファ・コンサルティング,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4072,電算システムホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4073,ジィ・シィ企画,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4074,ラキール,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4075,ブレインズテクノロジー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4076,シイエヌエス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4078,堺化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4080,田中化学研究所,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4082,第一稀元素化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4088,エア・ウォーター,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4091,日本酸素ホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4092,日本化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4093,東邦アセチレン,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4094,日本化学産業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4095,日本パーカライジング,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4097,高圧ガス工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4098,チタン工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4099,四国化成工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4100,戸田工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4102,丸尾カルシウム,市場第二部（内国株）,3200,化学,4,素材・化学,,
4107,伊勢化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4109,ステラ　ケミファ,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4112,保土谷化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4113,田岡化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4114,日本触媒,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4116,大日精化工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4118,カネカ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4119,日本ピグメント,市場第二部（内国株）,3200,化学,4,素材・化学,,
4120,スガイ化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4124,大阪油化工業,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4151,協和キリン,市場第一部（内国株）,3250,医薬品,5,医薬品,4,TOPIX Mid400
4165,プレイド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4166,かっこ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4167,ココペリ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4168,ヤプリ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4169,ＥＮＥＣＨＡＮＧＥ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4171,グローバルインフォメーション,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4172,東和ハイシステム,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4173,ＷＡＣＵＬ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4174,アピリッツ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4175,ｃｏｌｙ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4176,ココナラ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4177,ｉ‐ｐｌｕｇ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4179,ジーネクスト,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4182,三菱瓦斯化学,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4183,三井化学,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4185,ＪＳＲ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4186,東京応化工業,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4187,大阪有機化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4188,三菱ケミカルホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,2,TOPIX Large70
4189,ＫＨネオケム,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4192,スパイダープラス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4193,ファブリカコミュニケーションズ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4194,ビジョナル,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4196,ネオマーケティング,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4198,テンダ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4199,ワンダープラネット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4200,ＨＣＳホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4202,ダイセル,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4203,住友ベークライト,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4204,積水化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4205,日本ゼオン,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4206,アイカ工業,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4208,宇部興産,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4212,積水樹脂,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4215,タキロンシーアイ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4216,旭有機材,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4218,ニチバン,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4220,リケンテクノス,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4221,大倉工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4222,児玉化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4224,ロンシール工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4228,積水化成品工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4229,群栄化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4231,タイガースポリマー,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4234,サンエー化研,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4235,ウルトラファブリックス・ホールディングス,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4237,フジプレアム,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4238,ミライアル,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4240,クラスターテクノロジー,JASDAQ(グロース・内国株）,3200,化学,4,素材・化学,,
4241,アテクト,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4242,タカギセイコー,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4243,ニックス,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4245,ダイキアクシス,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4246,ダイキョーニシカワ,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4248,竹本容器,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4249,森六ホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4251,恵和,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4272,日本化薬,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4274,細谷火工,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4275,カーリットホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4284,ソルクシーズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4286,レッグス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4287,ジャストプランニング,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4288,アズジェント,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4290,プレステージ・インターナショナル,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
4293,セプテーニ・ホールディングス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
4295,フェイス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4298,プロトコーポレーション,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4299,ハイマックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4301,アミューズ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
4304,Ｅストアー,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4307,野村総合研究所,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
4308,Ｊストリーム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4310,ドリームインキュベータ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4312,サイバネットシステム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4316,ビーマップ,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4317,レイ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
4318,クイック,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4319,ＴＡＣ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4320,ＣＥホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4323,日本システム技術,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4324,電通グループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
4326,インテージホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4327,日本エス・エイチ・エル,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
4331,テイクアンドギヴ・ニーズ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4333,東邦システムサイエンス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4334,ユークス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4335,アイ・ピー・エス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4336,クリエアナブキ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
4337,ぴあ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4341,西菱電機,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他,,
4343,イオンファンタジー,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4344,ソースネクスト,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4345,シーティーエス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4346,ネクシィーズグループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
4347,ブロードメディア,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
4348,インフォコム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
4350,メディカルシステムネットワーク,市場第一部（内国株）,6100,小売業,14,小売,7,TOPIX Small 2
4351,山田債権回収管理総合事務所,JASDAQ(スタンダード・内国株）,7200,その他金融業,16,金融（除く銀行）,,
4355,ロングライフホールディング,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,,
4356,応用技術,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4360,マナック・ケミカル・パートナーズ,市場第二部（内国株）,3200,化学,4,素材・化学,,
4361,川口化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4362,日本精化,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4365,松本油脂製薬,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,,
4366,ダイトーケミックス,市場第二部（内国株）,3200,化学,4,素材・化学,,
4367,広栄化学,市場第二部（内国株）,3200,化学,4,素材・化学,,
4368,扶桑化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4369,トリケミカル研究所,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4370,モビルス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4371,コアコンセプト・テクノロジー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4372,ユミルリンク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4373,シンプレクス・ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4375,セーフィー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4376,くふうカンパニー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4377,ワンキャリア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4378,ＣＩＮＣ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4379,Ｐｈｏｔｏｓｙｎｔｈ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4380,Ｍマート,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4381,ビープラッツ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4382,ＨＥＲＯＺ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4384,ラクスル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
4385,メルカリ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4386,ＳＩＧグループ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4387,ＺＵＵ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4388,エーアイ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4389,プロパティデータバンク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4390,ＩＰＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4391,ロジザード,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4392,ＦＩＧ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4393,バンク・オブ・イノベーション,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4394,エクスモーション,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4395,アクリート,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4396,システムサポート,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4397,チームスピリット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4398,ブロードバンドセキュリティ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4401,ＡＤＥＫＡ,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4403,日油,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
4404,ミヨシ油脂,市場第一部（内国株）,3050,食料品,1,食品,7,TOPIX Small 2
4406,新日本理化,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4409,東邦化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,,
4410,ハリマ化成グループ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4412,サイエンスアーツ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4413,ボードルア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4420,イーソル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4421,ディ・アイ・システム,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4422,ＶＡＬＵＥＮＥＸ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4423,アルテリア・ネットワークス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
4424,Ａｍａｚｉａ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4425,Ｋｕｄａｎ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4427,ＥｄｕＬａｂ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4428,シノプス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4429,リックソフト,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4430,東海ソフト,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4431,スマレジ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4432,ウイングアーク１ｓｔ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
4433,ヒト・コミュニケーションズ・ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4434,サーバーワークス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4435,カオナビ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4436,ミンカブ・ジ・インフォノイド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4437,ｇｏｏｄｄａｙｓホールディングス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4438,Ｗｅｌｂｙ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4439,東名,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4440,ヴィッツ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4441,トビラシステムズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4442,バルテス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4443,Ｓａｎｓａｎ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
4444,インフォネット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4445,リビン・テクノロジーズ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4446,Ｌｉｎｋ－Ｕ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4448,Ｃｈａｔｗｏｒｋ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4449,ギフティ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
4450,パワーソリューションズ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4452,花王,市場第一部（内国株）,3200,化学,4,素材・化学,1,TOPIX Core30
4461,第一工業製薬,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4462,石原ケミカル,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4463,日華化学,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4464,ソフト９９コーポレーション,市場第二部（内国株）,3200,化学,4,素材・化学,,
4465,ニイタカ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
4471,三洋化成工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
4475,ＨＥＮＮＧＥ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4476,ＡＩ　ＣＲＯＳＳ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4477,ＢＡＳＥ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4478,フリー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4479,マクアケ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4480,メドレー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4481,ベース,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
4482,ウィルズ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4483,ＪＭＤＣ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4484,ランサーズ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4485,ＪＴＯＷＥＲ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4486,ユナイトアンドグロウ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4487,スペースマーケット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4488,ＡＩ　ｉｎｓｉｄｅ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4489,ペイロール,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4490,ビザスク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4491,コンピューターマネージメント,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4492,ゼネテック,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4493,サイバーセキュリティクラウド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4494,バリオセキュア,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
4495,アイキューブドシステムズ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,,
